Price,Adj Close,Close,High,Low,Open,Volume
2024-02-01 14:30:00+00:00,185.72999572753906,185.72999572753906,186.44000244140625,183.9600067138672,184.25,27354112
2024-02-01 18:30:00+00:00,186.88999938964844,186.88999938964844,186.9499969482422,185.25999450683594,185.74000549316406,17207166
2024-02-02 14:30:00+00:00,186.03500366210938,186.03500366210938,187.3300018310547,180.0500030517578,180.4499969482422,68527311
2024-02-02 18:30:00+00:00,185.83999633789062,185.83999633789062,187.07000732421875,185.58999633789062,186.0399932861328,20747979
2024-02-05 14:30:00+00:00,188.54010009765625,188.54010009765625,189.25,185.83999633789062,187.125,42637122
2024-02-05 18:30:00+00:00,187.6699981689453,187.6699981689453,189.02000427246094,187.63999938964844,188.54010009765625,16387824
2024-02-06 14:30:00+00:00,188.88999938964844,188.88999938964844,189.13999938964844,186.76950073242188,186.86000061035156,25770600
2024-02-06 18:30:00+00:00,189.2899932861328,189.2899932861328,189.30999755859375,188.1699981689453,188.89500427246094,10928738
2024-02-07 14:30:00+00:00,189.1199951171875,189.1199951171875,191.0500030517578,188.61000061035156,190.63999938964844,28379710
2024-02-07 18:30:00+00:00,189.41000366210938,189.41000366210938,189.4199981689453,188.86000061035156,189.1300048828125,13419685
2024-02-08 14:30:00+00:00,188.22999572753906,188.22999572753906,189.53500366210938,187.35000610351562,189.38499450683594,22792473
2024-02-08 18:30:00+00:00,188.33999633789062,188.33999633789062,188.44500732421875,187.99000549316406,188.22999572753906,10473964
2024-02-09 14:30:00+00:00,189.4700927734375,189.4700927734375,189.99000549316406,188.0,188.64999389648438,24410796
2024-02-09 18:30:00+00:00,188.82000732421875,188.82000732421875,189.52999877929688,188.56500244140625,189.47999572753906,12113895
2024-02-12 14:30:00+00:00,187.97500610351562,187.97500610351562,188.6699981689453,187.38009643554688,188.4149932861328,20359470
2024-02-12 18:30:00+00:00,187.17999267578125,187.17999267578125,188.1096954345703,186.7899932861328,187.97500610351562,12360836
2024-02-13 14:30:00+00:00,185.2949981689453,185.2949981689453,186.2100067138672,184.17999267578125,185.77000427246094,25415036
2024-02-13 18:30:00+00:00,185.02999877929688,185.02999877929688,185.3800048828125,183.51280212402344,185.2899932861328,17339971
2024-02-14 14:30:00+00:00,182.57000732421875,182.57000732421875,185.52999877929688,182.44000244140625,185.32000732421875,27378113
2024-02-14 18:30:00+00:00,184.02000427246094,184.02000427246094,184.27000427246094,182.49000549316406,182.5800018310547,14974003
2024-02-15 14:30:00+00:00,182.0500030517578,182.0500030517578,184.0894012451172,181.35000610351562,183.5500030517578,31544741
2024-02-15 18:30:00+00:00,183.9499969482422,183.9499969482422,184.49000549316406,181.74000549316406,182.0458984375,22370686
2024-02-16 14:30:00+00:00,182.64999389648438,182.64999389648438,184.85000610351562,181.86000061035156,183.75,26706687
2024-02-16 18:30:00+00:00,182.2899932861328,182.2899932861328,183.19749450683594,181.6649932861328,182.65699768066406,13004637
2024-02-20 14:30:00+00:00,180.50999450683594,180.50999450683594,182.42999267578125,180.0,182.0,27011069
2024-02-20 18:30:00+00:00,181.61000061035156,181.61000061035156,181.66000366210938,180.39999389648438,180.5050048828125,13353690
2024-02-21 14:30:00+00:00,181.4199981689453,181.4199981689453,182.8887939453125,181.05999755859375,181.60000610351562,20505569
2024-02-21 18:30:00+00:00,182.3300018310547,182.3300018310547,182.38999938964844,180.66000366210938,181.42999267578125,12130999
2024-02-22 14:30:00+00:00,184.0399932861328,184.0399932861328,184.11000061035156,182.4600067138672,183.83999633789062,25424627
2024-02-22 18:30:00+00:00,184.3699951171875,184.3699951171875,184.9550018310547,183.94000244140625,184.0500030517578,17676951
2024-02-23 14:30:00+00:00,182.9550018310547,182.9550018310547,185.0399932861328,182.30999755859375,185.00999450683594,25191943
2024-02-23 18:30:00+00:00,182.50999450683594,182.50999450683594,182.97000122070312,182.22999572753906,182.9550018310547,12337366
2024-02-26 14:30:00+00:00,180.98500061035156,180.98500061035156,182.75999450683594,180.64999389648438,182.39999389648438,21972845
2024-02-26 18:30:00+00:00,181.13999938964844,181.13999938964844,181.77999877929688,180.85000610351562,180.99000549316406,11177203
2024-02-27 14:30:00+00:00,180.06539916992188,180.06539916992188,181.6699981689453,180.04010009765625,181.25,18305647
2024-02-27 18:30:00+00:00,182.6300048828125,182.6300048828125,183.92250061035156,179.55999755859375,180.07000732421875,29159028
2024-02-28 14:30:00+00:00,180.60220336914062,180.60220336914062,183.1199951171875,180.1300048828125,182.50999450683594,29139398
2024-02-28 18:30:00+00:00,181.4199981689453,181.4199981689453,181.47000122070312,180.35000610351562,180.61000061035156,13752243
2024-02-29 14:30:00+00:00,180.3800048828125,180.3800048828125,182.36000061035156,179.52999877929688,182.0,35908938
2024-02-29 18:30:00+00:00,180.77000427246094,180.77000427246094,181.11000061035156,179.57000732421875,180.3800048828125,26015383
2024-03-01 14:30:00+00:00,178.70010375976562,178.70010375976562,180.43310546875,177.3800048828125,180.10000610351562,45381130
2024-03-01 18:30:00+00:00,179.63999938964844,179.63999938964844,180.22000122070312,178.55999755859375,178.7050018310547,20161978
